4,1.514490,1.106563
8,1.712801,0.851984
16,1.712036,0.589748
32,1.736800,0.961215
64,1.590234,3.076592
128,1.594737,2.942957
256,1.627770,3.363708
512,1.676433,4.059589
1024,1.672512,4.052528
2048,1.675302,4.015112
4096,1.681790,4.714504
8192,2.702374,8.601305
16384,4.474412,8.721862
32768,6.149544,8.918063
